Merek,Model,Varian,Spesifikasi,Value,Tab
toyota,camry,2-5-v,Kapasitas mesin,2494 cc,1.0
toyota,camry,2-5-v,Tenaga,180 hp,1.0
toyota,camry,2-5-v,Jenis Bahan Bakar,Bensin,1.0
toyota,camry,2-5-v,Torsi,239 Nm,1.0
toyota,camry,2-5-v,Girboks,6-Speed,4.0
toyota,camry,2-5-v,Jenis Transmisi,Otomatis,4.0
toyota,camry,2-5-v,Jumlah Silinder,4,5.0
toyota,camry,2-5-v,Katup per Silinder,4,5.0
toyota,camry,2-5-v,Konfigurasi Katup,DOHC,5.0
toyota,camry,2-5-v,Sistem Suplai Bahan Bakar,EFI,5.0
toyota,camry,2-5-g,Kapasitas mesin,2494 cc,1.0
toyota,camry,2-5-g,Tenaga,180 hp,1.0
toyota,camry,2-5-g,Jenis Bahan Bakar,Bensin,1.0
toyota,camry,2-5-g,Torsi,239 Nm,1.0
toyota,camry,2-5-g,Girboks,6-Speed,4.0
toyota,camry,2-5-g,Jenis Transmisi,Otomatis,4.0
toyota,camry,2-5-g,Jumlah Silinder,4,5.0
toyota,camry,2-5-g,Katup per Silinder,4,5.0
toyota,camry,2-5-g,Konfigurasi Katup,DOHC,5.0
toyota,camry,2-5-g,Sistem Suplai Bahan Bakar,EFI,5.0
toyota,86,mt,Kapasitas mesin,1597 cc,1.0
toyota,86,mt,Tenaga,110 hp,1.0
toyota,86,mt,Kecepatan maksimum,190 kmph,1.0
toyota,86,mt,akselerasi,11.5 s,1.0
toyota,86,mt,Torsi,148 Nm,1.0
toyota,86,mt,Jenis Bahan Bakar,Bensin,1.0
toyota,86,mt,Girboks,4-Speed,4.0
toyota,86,mt,Jenis penggerak,FWD,4.0
toyota,86,mt,Jenis Transmisi,Manual,4.0
toyota,86,mt,Jumlah Silinder,4,5.0
toyota,86,mt,Katup per Silinder,4,5.0
toyota,86,mt,Konfigurasi Katup,DOHC,5.0
toyota,86,mt,Sistem Suplai Bahan Bakar,MPFI,5.0
toyota,86,at,Kapasitas mesin,1597 cc,1.0
toyota,86,at,Tenaga,110 hp,1.0
toyota,86,at,Torsi,148 Nm,1.0
toyota,86,at,akselerasi,13.9 s,1.0
toyota,86,at,Jenis Bahan Bakar,Bensin,1.0
toyota,86,at,Kecepatan maksimum,185 kmph,1.0
toyota,86,at,Girboks,5-Speed,4.0
toyota,86,at,Jenis penggerak,FWD,4.0
toyota,86,at,Jenis Transmisi,Otomatis,4.0
toyota,86,at,Jumlah Silinder,4,5.0
toyota,86,at,Katup per Silinder,4,5.0
toyota,86,at,Konfigurasi Katup,DOHC,5.0
toyota,86,at,Sistem Suplai Bahan Bakar,MPFI,5.0
toyota,86,trd-at,Kapasitas mesin,1998 cc,1.0
toyota,86,trd-at,Tenaga,197 hp,1.0
toyota,86,trd-at,Jenis Bahan Bakar,Bensin,1.0
toyota,86,trd-at,Torsi,205 Nm,1.0
toyota,86,trd-at,Girboks,6-Speed,4.0
toyota,86,trd-at,Jenis Transmisi,Otomatis,4.0
toyota,86,trd-at,Jumlah Silinder,4,5.0
toyota,86,trd-at,Katup per Silinder,4,5.0
toyota,86,trd-at,Konfigurasi Katup,DOHC,5.0
toyota,86,trd-at,Sistem Suplai Bahan Bakar,Direct Injection,5.0
toyota,86,trd-at,Rasio Kompresi,12.5:1,5.0
toyota,c-hr-hybrid,1-8l,Kapasitas mesin,1798 cc,1.0
toyota,c-hr-hybrid,1-8l,Tenaga,99 hp,1.0
toyota,c-hr-hybrid,1-8l,akselerasi,11.0 s,1.0
toyota,c-hr-hybrid,1-8l,Torsi,142 Nm,1.0
toyota,c-hr-hybrid,1-8l,Kecepatan maksimum,170 kmph,1.0
toyota,c-hr-hybrid,1-8l,Tenaga Penggerak Listrik,71 hp,1.0
toyota,c-hr-hybrid,1-8l,Torsi Penggerak Listrik,163 Nm Nm,1.0
toyota,c-hr-hybrid,1-8l,Jenis Bahan Bakar,Bensin,1.0
toyota,c-hr-hybrid,1-8l,Girboks,7-Speed,4.0
toyota,c-hr-hybrid,1-8l,Jenis Transmisi,CVT,4.0
toyota,c-hr-hybrid,1-8l,Jumlah Silinder,4,5.0
toyota,c-hr-hybrid,1-8l,Katup per Silinder,4,5.0
toyota,c-hr-hybrid,1-8l,Konfigurasi Katup,DOHC,5.0
toyota,c-hr-hybrid,1-8l,Sistem Suplai Bahan Bakar,EFI,5.0
toyota,c-hr-hybrid,1-8l,Rasio Kompresi,13.04:1,5.0
toyota,c-hr-hybrid,1-8l,Secondary Engine Fuel Type,Listrik,5.0
toyota,c-hr-hybrid,1-8l,Kapasitas Baterai,6.5 Amp. Hour,5.0
toyota,c-hr-hybrid,1-8l,Tipe Baterai,Nickel-metal Hydride,5.0
toyota,c-hr-hybrid,1-8l,Voltase Baterai,201.6,5.0
toyota,c-hr-hybrid,1-8l,Mesin,"1.8L Hybrid Engine, Inline 4 Cylinder 16 Valve DOHC with VVT-i",5.0
toyota,hiace,commuter-manualluxury,Kapasitas mesin,2494 cc,1.0
toyota,hiace,commuter-manualluxury,Tenaga,101 hp,1.0
toyota,hiace,commuter-manualluxury,Jenis Bahan Bakar,Diesel,1.0
toyota,hiace,commuter-manualluxury,Torsi,260 Nm,1.0
toyota,hiace,commuter-manualluxury,Girboks,5-Speed,4.0
toyota,hiace,commuter-manualluxury,Jenis Transmisi,Manual,4.0
toyota,hiace,commuter-manualluxury,Jumlah Silinder,4,5.0
toyota,hiace,commuter-manualluxury,Katup per Silinder,4,5.0
toyota,hiace,commuter-manualluxury,Konfigurasi Katup,DOHC,5.0
toyota,hiace,commuter-manualluxury,Sistem Suplai Bahan Bakar,CRDi,5.0
toyota,hiace,std-manual,Kapasitas mesin,2494 cc,1.0
toyota,hiace,std-manual,Tenaga,101 hp,1.0
toyota,hiace,std-manual,Jenis Bahan Bakar,Diesel,1.0
toyota,hiace,std-manual,Torsi,260 Nm,1.0
toyota,hiace,std-manual,Girboks,5-Speed,4.0
toyota,hiace,std-manual,Jenis Transmisi,Manual,4.0
toyota,hiace,std-manual,Jumlah Silinder,4,5.0
toyota,hiace,std-manual,Katup per Silinder,4,5.0
toyota,hiace,std-manual,Konfigurasi Katup,DOHC,5.0
toyota,hiace,std-manual,Sistem Suplai Bahan Bakar,CRDi,5.0
toyota,hiace,commuter-manual,Kapasitas mesin,2494 cc,1.0
toyota,hiace,commuter-manual,Tenaga,101 hp,1.0
toyota,hiace,commuter-manual,Torsi,260 Nm,1.0
toyota,hiace,commuter-manual,Jenis Bahan Bakar,Diesel,1.0
toyota,hiace,commuter-manual,Girboks,5-Speed,4.0
toyota,hiace,commuter-manual,Jenis Transmisi,Manual,4.0
toyota,hiace,commuter-manual,Jumlah Silinder,4,5.0
toyota,hiace,commuter-manual,Katup per Silinder,4,5.0
toyota,hiace,commuter-manual,Konfigurasi Katup,DOHC,5.0
toyota,hiace,commuter-manual,Sistem Suplai Bahan Bakar,CRDi,5.0
toyota,hiace,premio,Kapasitas mesin,2755 cc,1.0
toyota,hiace,premio,Tenaga,154 hp,1.0
toyota,hiace,premio,Jenis Bahan Bakar,Diesel,1.0
toyota,hiace,premio,Torsi,420 Nm,1.0
toyota,hiace,premio,Girboks,6-Speed,4.0
toyota,hiace,premio,Jenis Transmisi,Manual,4.0
toyota,hiace,premio,Jumlah Silinder,4,5.0
toyota,hiace,premio,Katup per Silinder,4,5.0
toyota,hiace,premio,Konfigurasi Katup,DOHC,5.0
toyota,hiace,premio,Sistem Suplai Bahan Bakar,CRDi,5.0
toyota,hiace,premio,Mesin,"2.5L Diesel Engine, Inline 4 Cylinder 16 Valve DOHC",5.0
toyota,voxy,cvt,Kapasitas mesin,1987 cc,1.0
toyota,voxy,cvt,Tenaga,150 hp,1.0
toyota,voxy,cvt,Torsi,193 Nm,1.0
toyota,voxy,cvt,Jenis Bahan Bakar,Bensin,1.0
toyota,voxy,cvt,Girboks,Variable Speed,4.0
toyota,voxy,cvt,Jenis penggerak,FWD,4.0
toyota,voxy,cvt,Jenis Transmisi,CVT,4.0
toyota,voxy,cvt,Jumlah Silinder,4,5.0
toyota,voxy,cvt,Katup per Silinder,4,5.0
toyota,voxy,cvt,Konfigurasi Katup,DOHC,5.0
toyota,voxy,cvt,Sistem Suplai Bahan Bakar,EFI,5.0
toyota,c-hr,1-8l-cvt,Kapasitas mesin,1798 cc,1.0
toyota,c-hr,1-8l-cvt,Tenaga,139 hp,1.0
toyota,c-hr,1-8l-cvt,Jenis Bahan Bakar,Bensin,1.0
toyota,c-hr,1-8l-cvt,Torsi,171 Nm,1.0
toyota,c-hr,1-8l-cvt,Girboks,7-Speed,4.0
toyota,c-hr,1-8l-cvt,Jenis Transmisi,CVT,4.0
toyota,c-hr,1-8l-cvt,Jumlah Silinder,4,5.0
toyota,c-hr,1-8l-cvt,Katup per Silinder,4,5.0
toyota,c-hr,1-8l-cvt,Konfigurasi Katup,DOHC,5.0
toyota,c-hr,1-8l-cvt,Sistem Suplai Bahan Bakar,Fuel Injection,5.0
toyota,c-hr,1-8l-cvt,Mesin,"In-line 4-Cylinders, 16-Valve, DOHC with VVT-i (Intake)",5.0
toyota,vios,g-mt,Kapasitas mesin,1496 cc,1.0
toyota,vios,g-mt,Tenaga,106 hp,1.0
toyota,vios,g-mt,Jenis Bahan Bakar,Bensin,1.0
toyota,vios,g-mt,Torsi,140 Nm,1.0
toyota,vios,g-mt,Girboks,5-Speed,4.0
toyota,vios,g-mt,Jenis Transmisi,Manual,4.0
toyota,vios,g-mt,Jumlah Silinder,4,5.0
toyota,vios,g-mt,Katup per Silinder,4,5.0
toyota,vios,g-mt,Konfigurasi Katup,DOHC,5.0
toyota,vios,g-mt,Sistem Suplai Bahan Bakar,Fuel Injection,5.0
toyota,vios,g-mt,Mesin,"In-line 4-Cylinder, 16-Valve, DOHC, Dual VVT-i",5.0
toyota,vios,g-cvt,Kapasitas mesin,1496 cc,1.0
toyota,vios,g-cvt,Tenaga,106 hp,1.0
toyota,vios,g-cvt,Jenis Bahan Bakar,Bensin,1.0
toyota,vios,g-cvt,Torsi,140 Nm,1.0
toyota,vios,g-cvt,Girboks,7-Speed,4.0
toyota,vios,g-cvt,Jenis Transmisi,CVT,4.0
toyota,vios,g-cvt,Jumlah Silinder,4,5.0
toyota,vios,g-cvt,Katup per Silinder,4,5.0
toyota,vios,g-cvt,Konfigurasi Katup,DOHC,5.0
toyota,vios,g-cvt,Sistem Suplai Bahan Bakar,Fuel Injection,5.0
toyota,vios,g-cvt,Mesin,"In-line 4-Cylinder, 16-Valve, DOHC, Dual VVT-i",5.0
toyota,vios,e-cvt,Kapasitas mesin,1496 cc,1.0
toyota,vios,e-cvt,Tenaga,106 hp,1.0
toyota,vios,e-cvt,Jenis Bahan Bakar,Bensin,1.0
toyota,vios,e-cvt,Torsi,140 Nm,1.0
toyota,vios,e-cvt,Girboks,7-Speed,4.0
toyota,vios,e-cvt,Jenis Transmisi,CVT,4.0
toyota,vios,e-cvt,Jumlah Silinder,4,5.0
toyota,vios,e-cvt,Katup per Silinder,4,5.0
toyota,vios,e-cvt,Konfigurasi Katup,DOHC,5.0
toyota,vios,e-cvt,Sistem Suplai Bahan Bakar,Fuel Injection,5.0
toyota,vios,e-cvt,Mesin,"In-line 4-Cylinder, 16-Valve, DOHC, Dual VVT-i",5.0
toyota,vellfire,2-5-g-at,Kapasitas mesin,2494 cc,1.0
toyota,vellfire,2-5-g-at,Tenaga,178 hp,1.0
toyota,vellfire,2-5-g-at,Jenis Bahan Bakar,Bensin,1.0
toyota,vellfire,2-5-g-at,Torsi,234 Nm,1.0
toyota,vellfire,2-5-g-at,Girboks,Variable Speed,4.0
toyota,vellfire,2-5-g-at,Jenis Transmisi,CVT,4.0
toyota,vellfire,2-5-g-at,Jenis penggerak,2WD,4.0
toyota,vellfire,2-5-g-at,Jumlah Silinder,4,5.0
toyota,vellfire,2-5-g-at,Katup per Silinder,4,5.0
toyota,vellfire,2-5-g-at,Konfigurasi Katup,DOHC,5.0
toyota,vellfire,2-5-g-at,Sistem Suplai Bahan Bakar,EFI,5.0
toyota,vellfire,2-5-g-at,Rasio Kompresi,10.4:1,5.0
toyota,vellfire,2-5-g-at,Mesin,"2.5L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC with VVT-i",5.0
toyota,supra,3-0l,Kapasitas mesin,2998 cc,1.0
toyota,supra,3-0l,Tenaga,335 hp,1.0
toyota,supra,3-0l,Torsi,495 Nm,1.0
toyota,supra,3-0l,akselerasi,4.1 s,1.0
toyota,supra,3-0l,Jenis Bahan Bakar,Bensin,1.0
toyota,supra,3-0l,Girboks,8-Speed,4.0
toyota,supra,3-0l,Jenis Transmisi,Otomatis,4.0
toyota,supra,3-0l,Jenis penggerak,RWD,4.0
toyota,supra,3-0l,Jumlah Silinder,6,5.0
toyota,supra,3-0l,Katup per Silinder,4,5.0
toyota,supra,3-0l,Konfigurasi Katup,DOHC,5.0
toyota,supra,3-0l,Sistem Suplai Bahan Bakar,Direct Injection,5.0
toyota,supra,3-0l,Mesin,"3.0L Twin Scroll Turbo Engine, Inline 6 Cylinder 24 Valve DOHC",5.0
toyota,camry-hybrid,2-5-hv,Kapasitas mesin,2487 cc,1.0
toyota,camry-hybrid,2-5-hv,Tenaga,176 hp,1.0
toyota,camry-hybrid,2-5-hv,Torsi Penggerak Listrik,202 Nm,1.0
toyota,camry-hybrid,2-5-hv,Jenis Bahan Bakar,Bensin,1.0
toyota,camry-hybrid,2-5-hv,Torsi,221 Nm,1.0
toyota,camry-hybrid,2-5-hv,Girboks,Variable Speed,4.0
toyota,camry-hybrid,2-5-hv,Jenis Transmisi,CVT,4.0
toyota,camry-hybrid,2-5-hv,Jumlah Silinder,4,5.0
toyota,camry-hybrid,2-5-hv,Katup per Silinder,4,5.0
toyota,camry-hybrid,2-5-hv,Konfigurasi Katup,DOHC,5.0
toyota,camry-hybrid,2-5-hv,Sistem Suplai Bahan Bakar,EFI,5.0
toyota,corolla-altis,v-at,Kapasitas mesin,1798 cc,1.0
toyota,corolla-altis,v-at,Tenaga,138 hp,1.0
toyota,corolla-altis,v-at,Torsi,177 Nm,1.0
toyota,corolla-altis,v-at,Jenis Bahan Bakar,Bensin,1.0
toyota,corolla-altis,v-at,Girboks,7-Speed,4.0
toyota,corolla-altis,v-at,Jenis Transmisi,CVT,4.0
toyota,corolla-altis,v-at,Jumlah Silinder,4,5.0
toyota,corolla-altis,v-at,Katup per Silinder,4,5.0
toyota,corolla-altis,v-at,Konfigurasi Katup,DOHC,5.0
toyota,corolla-altis,v-at,Rasio Kompresi,10.0:1,5.0
toyota,corolla-altis,v-at,Mesin,"1.8L Petrol Engine, In-Line 4 Cylinder 16 Valve DOHC",5.0
toyota,corolla-altis,g-at,Kapasitas mesin,1798 cc,1.0
toyota,corolla-altis,g-at,Tenaga,138 hp,1.0
toyota,corolla-altis,g-at,Torsi,177 Nm,1.0
toyota,corolla-altis,g-at,Jenis Bahan Bakar,Bensin,1.0
toyota,corolla-altis,g-at,Girboks,7-Speed,4.0
toyota,corolla-altis,g-at,Jenis Transmisi,CVT,4.0
toyota,corolla-altis,g-at,Jumlah Silinder,4,5.0
toyota,corolla-altis,g-at,Katup per Silinder,4,5.0
toyota,corolla-altis,g-at,Konfigurasi Katup,DOHC,5.0
toyota,corolla-altis,g-at,Rasio Kompresi,10.0:1,5.0
toyota,corolla-altis,g-at,Mesin,"1.8L Petrol Engine, In-Line 4 Cylinder 16 Valve DOHC",5.0
toyota,corolla-altis,hybrid-at,Kapasitas mesin,1798 cc,1.0
toyota,corolla-altis,hybrid-at,Tenaga,96 hp,1.0
toyota,corolla-altis,hybrid-at,Torsi,142 Nm,1.0
toyota,corolla-altis,hybrid-at,Tenaga Penggerak Listrik,71 hp,1.0
toyota,corolla-altis,hybrid-at,Jenis Bahan Bakar,Bensin,1.0
toyota,corolla-altis,hybrid-at,Torsi Penggerak Listrik,162 Nm,1.0
toyota,corolla-altis,hybrid-at,Girboks,Variable Speed,4.0
toyota,corolla-altis,hybrid-at,Jenis Transmisi,CVT,4.0
toyota,corolla-altis,hybrid-at,Jumlah Silinder,4,5.0
toyota,corolla-altis,hybrid-at,Katup per Silinder,4,5.0
toyota,corolla-altis,hybrid-at,Konfigurasi Katup,DOHC,5.0
toyota,corolla-altis,hybrid-at,Rasio Kompresi,13.0:1,5.0
toyota,corolla-altis,hybrid-at,Voltase Baterai,600 V,5.0
toyota,corolla-altis,hybrid-at,Mesin,"1.8L Hybrid Engine, In-Line 4 Cylinder 16 Valve DOHC",5.0
toyota,corolla-altis,hybrid-at,Tipe Penggerak Listrik,Synchronous Motor with Permanent Magnet,5.0
toyota,prius-phev,1-8l,Kapasitas mesin,1798 cc,1.0
toyota,prius-phev,1-8l,Tenaga,97 hp,1.0
toyota,prius-phev,1-8l,Jenis Bahan Bakar,Bensin,1.0
toyota,prius-phev,1-8l,Torsi,142 Nm,1.0
toyota,prius-phev,1-8l,Girboks,Variable Speed,4.0
toyota,prius-phev,1-8l,Jenis Transmisi,E-CVT,4.0
toyota,prius-phev,1-8l,Jenis penggerak,FWD,4.0
toyota,prius-phev,1-8l,Jumlah Silinder,4,5.0
toyota,prius-phev,1-8l,Katup per Silinder,4,5.0
toyota,prius-phev,1-8l,Konfigurasi Katup,DOHC,5.0
toyota,prius-phev,1-8l,Rasio Kompresi,13.0:1,5.0
toyota,prius-phev,1-8l,Voltase Baterai,220 V,5.0
toyota,prius-phev,1-8l,Mesin,"1.8L Hybrid Engine, 4 Cylinder 16 Valve DOHC",5.0
toyota,prius-phev,1-8l,Tipe Penggerak Listrik,Permanent Magnet AC Synchronous Motor,5.0
toyota,prius-phev,1-8l,Secondary Engine Fuel Type,Listrik,5.0
toyota,prius-phev,1-8l,Tipe Baterai,Lithium-ion,5.0
toyota,prius-phev,1-8l,Kapasitas Baterai,8.8 kWh,5.0
daihatsu,terios,x-mt,Kapasitas mesin,1496 cc,1
daihatsu,terios,x-mt,Tenaga,103 hp,1
daihatsu,terios,x-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,terios,x-mt,Konsumsi BBM dalam kota (kmpl),10.5 kmpl,1
daihatsu,terios,x-mt,Torsi,136 Nm,1
daihatsu,terios,x-mt,Konsumsi BBM Tol,14.5 kmpl,1
daihatsu,terios,x-mt,Girboks,5-Speed,4
daihatsu,terios,x-mt,Jenis Transmisi,Manual,4
daihatsu,terios,x-mt,Jumlah Silinder,4,5
daihatsu,terios,x-mt,Katup per Silinder,4,5
daihatsu,terios,x-mt,Konfigurasi Katup,DOHC,5
daihatsu,terios,x-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,terios,x-mt,Mesin,1.5 L,5
daihatsu,terios,x-at-deluxe,Kapasitas mesin,1496 cc,1
daihatsu,terios,x-at-deluxe,Tenaga,103 hp,1
daihatsu,terios,x-at-deluxe,Konsumsi BBM dalam kota (kmpl),10 kmpl,1
daihatsu,terios,x-at-deluxe,Konsumsi BBM Tol,14.5 kmpl,1
daihatsu,terios,x-at-deluxe,Torsi,136 Nm,1
daihatsu,terios,x-at-deluxe,Jenis Bahan Bakar,Bensin,1
daihatsu,terios,x-at-deluxe,Girboks,4-Speed,4
daihatsu,terios,x-at-deluxe,Jenis Transmisi,Otomatis,4
daihatsu,terios,x-at-deluxe,Jumlah Silinder,4,5
daihatsu,terios,x-at-deluxe,Katup per Silinder,4,5
daihatsu,terios,x-at-deluxe,Konfigurasi Katup,DOHC,5
daihatsu,terios,x-at-deluxe,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,terios,x-at-deluxe,Mesin,1.5 L,5
daihatsu,terios,r-mt,Kapasitas mesin,1496 cc,1
daihatsu,terios,r-mt,Tenaga,103 hp,1
daihatsu,terios,r-mt,Konsumsi BBM Tol,14.7 kmpl,1
daihatsu,terios,r-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,terios,r-mt,Torsi,136 Nm,1
daihatsu,terios,r-mt,Konsumsi BBM dalam kota (kmpl),10.3 kmpl,1
daihatsu,terios,r-mt,Girboks,5-Speed,4
daihatsu,terios,r-mt,Jenis Transmisi,Manual,4
daihatsu,terios,r-mt,Jumlah Silinder,4,5
daihatsu,terios,r-mt,Katup per Silinder,4,5
daihatsu,terios,r-mt,Konfigurasi Katup,DOHC,5
daihatsu,terios,r-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,terios,r-mt,Mesin,1.5 L,5
daihatsu,terios,r-at,Kapasitas mesin,1496 cc,1
daihatsu,terios,r-at,Tenaga,103 hp,1
daihatsu,terios,r-at,Konsumsi BBM Tol,14.5 kmpl,1
daihatsu,terios,r-at,Konsumsi BBM dalam kota (kmpl),10 kmpl,1
daihatsu,terios,r-at,Jenis Bahan Bakar,Bensin,1
daihatsu,terios,r-at,Torsi,136 Nm,1
daihatsu,terios,r-at,Girboks,4-Speed,4
daihatsu,terios,r-at,Jenis Transmisi,Otomatis,4
daihatsu,terios,r-at,Jumlah Silinder,4,5
daihatsu,terios,r-at,Katup per Silinder,4,5
daihatsu,terios,r-at,Konfigurasi Katup,DOHC,5
daihatsu,terios,r-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,terios,r-at,Mesin,1.5 L,5
daihatsu,terios,x-mt-deluxe,Kapasitas mesin,1496 cc,1
daihatsu,terios,x-mt-deluxe,Tenaga,103 hp,1
daihatsu,terios,x-mt-deluxe,Jenis Bahan Bakar,Bensin,1
daihatsu,terios,x-mt-deluxe,Konsumsi BBM Tol,14.7 kmpl,1
daihatsu,terios,x-mt-deluxe,Torsi,136 Nm,1
daihatsu,terios,x-mt-deluxe,Konsumsi BBM dalam kota (kmpl),10.2 kmpl,1
daihatsu,terios,x-mt-deluxe,Girboks,5-Speed,4
daihatsu,terios,x-mt-deluxe,Jenis Transmisi,Manual,4
daihatsu,terios,x-mt-deluxe,Jumlah Silinder,4,5
daihatsu,terios,x-mt-deluxe,Katup per Silinder,4,5
daihatsu,terios,x-mt-deluxe,Konfigurasi Katup,DOHC,5
daihatsu,terios,x-mt-deluxe,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,terios,x-mt-deluxe,Mesin,1.5 L,5
daihatsu,terios,r-mt-deluxe,Kapasitas mesin,1496 cc,1
daihatsu,terios,r-mt-deluxe,Tenaga,103 hp,1
daihatsu,terios,r-mt-deluxe,Konsumsi BBM Tol,14.7 kmpl,1
daihatsu,terios,r-mt-deluxe,Torsi,136 Nm,1
daihatsu,terios,r-mt-deluxe,Jenis Bahan Bakar,Bensin,1
daihatsu,terios,r-mt-deluxe,Konsumsi BBM dalam kota (kmpl),10.3 kmpl,1
daihatsu,terios,r-mt-deluxe,Girboks,5-Speed,4
daihatsu,terios,r-mt-deluxe,Jenis Transmisi,Manual,4
daihatsu,terios,r-mt-deluxe,Jumlah Silinder,4,5
daihatsu,terios,r-mt-deluxe,Katup per Silinder,4,5
daihatsu,terios,r-mt-deluxe,Konfigurasi Katup,DOHC,5
daihatsu,terios,r-mt-deluxe,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,terios,r-mt-deluxe,Mesin,1.5 L,5
daihatsu,terios,r-at-deluxe,Kapasitas mesin,1496 cc,1
daihatsu,terios,r-at-deluxe,Tenaga,103 hp,1
daihatsu,terios,r-at-deluxe,Konsumsi BBM dalam kota (kmpl),10 kmpl,1
daihatsu,terios,r-at-deluxe,Konsumsi BBM Tol,14.7 kmpl,1
daihatsu,terios,r-at-deluxe,Jenis Bahan Bakar,Bensin,1
daihatsu,terios,r-at-deluxe,Torsi,136 Nm,1
daihatsu,terios,r-at-deluxe,Girboks,4-Speed,4
daihatsu,terios,r-at-deluxe,Jenis Transmisi,Otomatis,4
daihatsu,terios,r-at-deluxe,Jumlah Silinder,4,5
daihatsu,terios,r-at-deluxe,Katup per Silinder,4,5
daihatsu,terios,r-at-deluxe,Konfigurasi Katup,DOHC,5
daihatsu,terios,r-at-deluxe,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,terios,r-at-deluxe,Mesin,1.5 L,5
daihatsu,ayla,1-0l-d-mt,Kapasitas mesin,998 cc,1
daihatsu,ayla,1-0l-d-mt,Tenaga,64 hp,1
daihatsu,ayla,1-0l-d-mt,Torsi,86 Nm,1
daihatsu,ayla,1-0l-d-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,ayla,1-0l-d-mt,Girboks,5-Speed,4
daihatsu,ayla,1-0l-d-mt,Jenis Transmisi,Manual,4
daihatsu,ayla,1-0l-d-mt,Jenis penggerak,FWD,4
daihatsu,ayla,1-0l-d-mt,Jumlah Silinder,3,5
daihatsu,ayla,1-0l-d-mt,Katup per Silinder,4,5
daihatsu,ayla,1-0l-d-mt,Konfigurasi Katup,DOHC,5
daihatsu,ayla,1-0l-d-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,ayla,1-0l-d-mt,Mesin,"1.0L Petrol Engine, 3 Cylinder 12 Valve DOHC",5
daihatsu,ayla,1-0l-x-mt,Kapasitas mesin,998 cc,1
daihatsu,ayla,1-0l-x-mt,Tenaga,64 hp,1
daihatsu,ayla,1-0l-x-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,ayla,1-0l-x-mt,Torsi,86 Nm,1
daihatsu,ayla,1-0l-x-mt,Girboks,5-Speed,4
daihatsu,ayla,1-0l-x-mt,Jenis Transmisi,Manual,4
daihatsu,ayla,1-0l-x-mt,Jenis penggerak,FWD,4
daihatsu,ayla,1-0l-x-mt,Jumlah Silinder,3,5
daihatsu,ayla,1-0l-x-mt,Katup per Silinder,4,5
daihatsu,ayla,1-0l-x-mt,Konfigurasi Katup,DOHC,5
daihatsu,ayla,1-0l-x-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,ayla,1-0l-x-mt,Mesin,"1.0L Petrol Engine, 3 Cylinder 12 Valve DOHC",5
daihatsu,ayla,1-0l-x-at,Kapasitas mesin,998 cc,1
daihatsu,ayla,1-0l-x-at,Tenaga,64 hp,1
daihatsu,ayla,1-0l-x-at,Jenis Bahan Bakar,Bensin,1
daihatsu,ayla,1-0l-x-at,Torsi,86 Nm,1
daihatsu,ayla,1-0l-x-at,Girboks,4-Speed,4
daihatsu,ayla,1-0l-x-at,Jenis Transmisi,Otomatis,4
daihatsu,ayla,1-0l-x-at,Jenis penggerak,FWD,4
daihatsu,ayla,1-0l-x-at,Jumlah Silinder,3,5
daihatsu,ayla,1-0l-x-at,Katup per Silinder,4,5
daihatsu,ayla,1-0l-x-at,Konfigurasi Katup,DOHC,5
daihatsu,ayla,1-0l-x-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,ayla,1-0l-x-at,Mesin,"1.0L Petrol Engine, 3 Cylinder 12 Valve DOHC",5
daihatsu,ayla,1-2l-x-mt,Kapasitas mesin,1197 cc,1
daihatsu,ayla,1-2l-x-mt,Tenaga,87 hp,1
daihatsu,ayla,1-2l-x-mt,Torsi,108 Nm,1
daihatsu,ayla,1-2l-x-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,ayla,1-2l-x-mt,Girboks,5-Speed,4
daihatsu,ayla,1-2l-x-mt,Jenis Transmisi,Manual,4
daihatsu,ayla,1-2l-x-mt,Jenis penggerak,FWD,4
daihatsu,ayla,1-2l-x-mt,Jumlah Silinder,4,5
daihatsu,ayla,1-2l-x-mt,Katup per Silinder,4,5
daihatsu,ayla,1-2l-x-mt,Konfigurasi Katup,DOHC,5
daihatsu,ayla,1-2l-x-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,ayla,1-2l-x-mt,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve DOHC with Dual VVT-i",5
daihatsu,ayla,1-2l-x-at,Kapasitas mesin,1197 cc,1
daihatsu,ayla,1-2l-x-at,Tenaga,87 hp,1
